model,iter,P,R,F1
Ollama (Llama 3.2),177,0.48859934853420195,0.872093023255814,0.6263048016701461
Ollama (Llama 3.2),178,0.505338078291815,0.9102564102564102,0.6498855835240275
Ollama (Llama 3.2),179,0.4785714285714286,0.8322981366459627,0.6077097505668935
Ollama (Llama 3.2),180,0.5416666666666666,0.8562874251497006,0.6635730858468677
Ollama (Llama 3.2),181,0.549618320610687,0.8622754491017964,0.6713286713286714
Ollama (Llama 3.2),182,0.5185185185185185,0.8983957219251337,0.6575342465753424
Ollama (Llama 3.2),183,0.5567765567765568,0.9047619047619048,0.6893424036281178
Ollama (Llama 3.2),184,0.4462025316455696,0.8980891719745223,0.5961945031712473
Ollama (Llama 3.2),185,0.48286604361370716,0.8757062146892656,0.6224899598393575
Ollama (Llama 3.2),186,0.5150501672240803,0.8651685393258427,0.6457023060796646
Ollama (Llama 3.2),187,0.4983277591973244,0.8975903614457831,0.6408602150537634
Ollama (Llama 3.2),188,0.4756944444444444,0.8203592814371258,0.6021978021978022
Ollama (Llama 3.2),189,0.47435897435897434,0.9024390243902439,0.6218487394957983
Ollama (Llama 3.2),190,0.4902597402597403,0.8531073446327684,0.622680412371134
Ollama (Llama 3.2),191,0.4897260273972603,0.8881987577639752,0.6313465783664459
Ollama (Llama 3.2),192,0.4902597402597403,0.893491124260355,0.6331236897274634
Ollama (Llama 3.2),193,0.4674922600619195,0.8296703296703297,0.5980198019801981
Ollama (Llama 3.2),194,0.5192307692307693,0.8756756756756757,0.6519114688128773
Ollama (Llama 3.2),195,0.6145454545454545,0.949438202247191,0.7461368653421634
Ollama (Llama 3.2),196,0.48355263157894735,0.8855421686746988,0.625531914893617
Ollama (Llama 3.2),197,0.46788990825688076,0.8895348837209303,0.6132264529058116
Ollama (Llama 3.2),198,0.49185667752442996,0.9263803680981595,0.6425531914893617
Ollama (Llama 3.2),199,0.596958174904943,0.8579234972677595,0.7040358744394618
Ollama (Llama 3.2),200,0.4876543209876543,0.9349112426035503,0.6409736308316429
Ollama (Llama 3.2),201,0.5088967971530249,0.8773006134969326,0.6441441441441441
Ollama (Llama 3.2),202,0.5,0.8379888268156425,0.6263048016701462
Ollama (Llama 3.2),203,0.47959183673469385,0.815028901734104,0.6038543897216274
Ollama (Llama 3.2),204,0.4966442953020134,0.9135802469135802,0.6434782608695653
Ollama (Llama 3.2),205,0.4696969696969697,0.9117647058823529,0.6200000000000001
Ollama (Llama 3.2),206,0.48184818481848185,0.9299363057324841,0.6347826086956522
Ollama (Llama 3.2),207,0.5032467532467533,0.8611111111111112,0.6352459016393442
Ollama (Llama 3.2),208,0.49390243902439024,0.8950276243093923,0.6365422396856583
Ollama (Llama 3.2),209,0.5342960288808665,0.9308176100628931,0.6788990825688074
Ollama (Llama 3.2),210,0.5089605734767025,0.8502994011976048,0.6367713004484306
Ollama (Llama 3.2),211,0.4782608695652174,0.8666666666666667,0.6163793103448276
Ollama (Llama 3.2),212,0.6245059288537549,0.9349112426035503,0.7488151658767772
Ollama (Llama 3.2),213,0.425531914893617,0.8045977011494253,0.5566600397614314
Ollama (Llama 3.2),214,0.45819397993311034,0.8203592814371258,0.5879828326180258
Ollama (Llama 3.2),215,0.46855345911949686,0.9197530864197531,0.6208333333333333
Ollama (Llama 3.2),216,0.611336032388664,0.9263803680981595,0.7365853658536586
Ollama (Llama 3.2),217,0.4657534246575342,0.8831168831168831,0.6098654708520179
Ollama (Llama 3.2),218,0.5086505190311419,0.901840490797546,0.6504424778761062
Ollama (Llama 3.2),219,0.5211267605633803,0.8757396449704142,0.6534216335540839
Ollama (Llama 3.2),220,0.5247933884297521,0.8758620689655172,0.6563307493540053
Ollama (Llama 3.2),221,0.5150501672240803,0.8651685393258427,0.6457023060796646
Ollama (Llama 3.2),222,0.45222929936305734,0.9102564102564102,0.6042553191489362
Ollama (Llama 3.2),223,0.4559748427672956,0.8579881656804734,0.5954825462012321
Ollama (Llama 3.2),224,0.4781144781144781,0.8711656441717791,0.6173913043478261
Ollama (Llama 3.2),225,0.5344827586206896,0.9281437125748503,0.6783369803063457
Ollama (Llama 3.2),226,0.46285714285714286,0.9257142857142857,0.6171428571428571
Ollama (Llama 3.2),227,0.4935483870967742,0.8052631578947368,0.6119999999999999
Ollama (Llama 3.2),228,0.5150501672240803,0.9166666666666666,0.6595289079229122
Ollama (Llama 3.2),229,0.47435897435897434,0.8222222222222222,0.6016260162601627
Ollama (Llama 3.2),230,0.5015105740181269,0.8829787234042553,0.6396917148362237
Ollama (Llama 3.2),231,0.48923076923076925,0.9085714285714286,0.636
Ollama (Llama 3.2),232,0.5017921146953405,0.8641975308641975,0.6349206349206349
Ollama (Llama 3.2),233,0.5,0.8705882352941177,0.6351931330472103
Ollama (Llama 3.2),234,0.5015673981191222,0.9467455621301775,0.6557377049180327
Ollama (Llama 3.2),235,0.45454545454545453,0.9090909090909091,0.6060606060606061
Ollama (Llama 3.2),236,0.532051282051282,0.9325842696629213,0.6775510204081632
Ollama (Llama 3.2),237,0.5244755244755245,0.8771929824561403,0.6564551422319475
Ollama (Llama 3.2),238,0.4471299093655589,0.8705882352941177,0.5908183632734532
Ollama (Llama 3.2),239,0.5049833887043189,0.8994082840236687,0.6468085106382979
Ollama (Llama 3.2),240,0.5543071161048689,0.7551020408163265,0.6393088552915767
Ollama (Llama 3.2),241,0.4868421052631579,0.9487179487179487,0.6434782608695652
Ollama (Llama 3.2),242,0.47058823529411764,0.9171974522292994,0.6220302375809935
Ollama (Llama 3.2),243,0.4728434504792332,0.9192546583850931,0.6244725738396625
Ollama (Llama 3.2),244,0.5261324041811847,0.9096385542168675,0.6666666666666666
Ollama (Llama 3.2),245,0.48024316109422494,0.9186046511627907,0.6307385229540918
Ollama (Llama 3.2),246,0.4713375796178344,0.896969696969697,0.6179540709812109
Ollama (Llama 3.2),247,0.4854368932038835,0.819672131147541,0.6097560975609756
Ollama (Llama 3.2),248,0.47181008902077154,0.8112244897959183,0.5966228893058162
Ollama (Llama 3.2),249,0.47491638795986624,0.7932960893854749,0.5941422594142259
Ollama (Llama 3.2),250,0.48013245033112584,0.8895705521472392,0.6236559139784946
Ollama (Llama 3.2),251,0.5172413793103449,0.9428571428571428,0.6680161943319838
Ollama (Llama 3.2),252,0.5214723926380368,0.845771144278607,0.6451612903225806
Ollama (Llama 3.2),253,0.4457831325301205,0.9308176100628931,0.6028513238289206
Ollama (Llama 3.2),254,0.5147058823529411,0.875,0.6481481481481481
Ollama (Llama 3.2),255,0.5063291139240507,0.8465608465608465,0.6336633663366337
Ollama (Llama 3.2),256,0.459375,0.8448275862068966,0.5951417004048584
Ollama (Llama 3.2),257,0.4873417721518987,0.9005847953216374,0.6324435318275153
Ollama (Llama 3.2),258,0.5357142857142857,0.8982035928143712,0.6711409395973154
Ollama (Llama 3.2),259,0.4253521126760563,0.9096385542168675,0.5796545105566219
Ollama (Llama 3.2),260,0.5150501672240803,0.9333333333333333,0.6637931034482759
Ollama (Llama 3.2),261,0.4717607973421927,0.8068181818181818,0.5953878406708595
Ollama (Llama 3.2),262,0.48771929824561405,0.86875,0.6247191011235955
Ollama (Llama 3.2),263,0.5212765957446809,0.8963414634146342,0.6591928251121076
Ollama (Llama 3.2),264,0.47115384615384615,0.8963414634146342,0.6176470588235294
Ollama (Llama 3.2),265,0.4838709677419355,0.9090909090909091,0.631578947368421
Ollama (Llama 3.2),266,0.5374149659863946,0.8926553672316384,0.6709129511677283
Ollama (Llama 3.2),267,0.43859649122807015,0.8982035928143712,0.5893909626719056
Ollama (Llama 3.2),268,0.5211267605633803,0.9192546583850931,0.6651685393258426
Ollama (Llama 3.2),269,0.43278688524590164,0.8627450980392157,0.5764192139737991
Ollama (Llama 3.2),270,0.5745454545454546,0.9294117647058824,0.7101123595505618
Ollama (Llama 3.2),271,0.569811320754717,0.893491124260355,0.695852534562212
Ollama (Llama 3.2),272,0.49333333333333335,0.8268156424581006,0.6179540709812108
Ollama (Llama 3.2),273,0.5358255451713395,0.8865979381443299,0.6679611650485435
Ollama (Llama 3.2),274,0.48125,0.88,0.6222222222222221
Ollama (Llama 3.2),275,0.5292096219931272,0.875,0.6595289079229123
Ollama (Llama 3.2),276,0.5461538461538461,0.8711656441717791,0.6713947990543735
Ollama (Llama 3.2),277,0.5687732342007435,0.9,0.6970387243735764
Ollama (Llama 3.2),278,0.5656934306569343,0.8757062146892656,0.6873614190687362
Ollama (Llama 3.2),279,0.4583333333333333,0.88,0.6027397260273972
Ollama (Llama 3.2),280,0.4297520661157025,0.8813559322033898,0.5777777777777777
Ollama (Llama 3.2),281,0.4340659340659341,0.8229166666666666,0.5683453237410072
Ollama (Llama 3.2),282,0.45098039215686275,0.8117647058823529,0.5798319327731093
Ollama (Llama 3.2),283,0.4585987261146497,0.9,0.6075949367088608
Ollama (Llama 3.2),284,0.5141843971631206,0.8734939759036144,0.6473214285714286
Ollama (Llama 3.2),285,0.515358361774744,0.9207317073170732,0.6608315098468271
Ollama (Llama 3.2),286,0.5795918367346938,0.9342105263157895,0.7153652392947103
Ollama (Llama 3.2),287,0.556390977443609,0.9079754601226994,0.6899766899766899
Ollama (Llama 3.2),288,0.5032894736842105,0.7846153846153846,0.6132264529058116
Ollama (Llama 3.2),289,0.470404984423676,0.8531073446327684,0.606425702811245
Ollama (Llama 3.2),290,0.5189003436426117,0.8830409356725146,0.6536796536796536
Ollama (Llama 3.2),291,0.5033333333333333,0.9207317073170732,0.6508620689655172
Ollama (Llama 3.2),292,0.4855305466237942,0.9041916167664671,0.6317991631799164
Ollama (Llama 3.2),293,0.5170068027210885,0.8636363636363636,0.6468085106382979
Ollama (Llama 3.2),294,0.4775641025641026,0.8277777777777777,0.6056910569105691
Ollama (Llama 3.2),295,0.4608150470219436,0.8909090909090909,0.6074380165289256
Ollama (Llama 3.2),296,0.476038338658147,0.9197530864197531,0.6273684210526316
Ollama (Llama 3.2),297,0.5121107266435986,0.9024390243902439,0.6534216335540839
Ollama (Llama 3.2),298,0.5316901408450704,0.8830409356725146,0.6637362637362638
Ollama (Llama 3.2),299,0.5464285714285714,0.8595505617977528,0.6681222707423581
Ollama (Llama 3.2),300,0.5631399317406144,0.859375,0.6804123711340205
Ollama (Llama 3.2),301,0.5284280936454849,0.9294117647058824,0.673773987206823
Ollama (Llama 3.2),302,0.5102739726027398,0.93125,0.6592920353982301
Ollama (Llama 3.2),303,0.45819397993311034,0.8106508875739645,0.5854700854700855
Ollama (Llama 3.2),304,0.4423076923076923,0.92,0.5974025974025974
Ollama (Llama 3.2),305,0.4872611464968153,0.9053254437869822,0.6335403726708075
Ollama (Llama 3.2),306,0.44516129032258067,0.8903225806451613,0.5935483870967743
Ollama (Llama 3.2),307,0.45565749235474007,0.8975903614457831,0.6044624746450303
Ollama (Llama 3.2),308,0.5132450331125827,0.9011627906976745,0.6540084388185654
Ollama (Llama 3.2),309,0.471875,0.9096385542168675,0.6213991769547325
Ollama (Llama 3.2),310,0.5348837209302325,0.8944444444444445,0.6694386694386695
Ollama (Llama 3.2),311,0.5032467532467533,0.8857142857142857,0.6418219461697723
Ollama (Llama 3.2),312,0.4485981308411215,0.8674698795180723,0.5913757700205339
Ollama (Llama 3.2),313,0.4866666666666667,0.863905325443787,0.6226012793176972
Ollama (Llama 3.2),314,0.5355805243445693,0.959731543624161,0.6874999999999999
Ollama (Llama 3.2),315,0.4724137931034483,0.8782051282051282,0.6143497757847534
Ollama (Llama 3.2),316,0.5197368421052632,0.9028571428571428,0.6597077244258873
Ollama (Llama 3.2),317,0.4773413897280967,0.8876404494382022,0.6208251473477406
Ollama (Llama 3.2),318,0.5226480836236934,0.8771929824561403,0.6550218340611353
Ollama (Llama 3.2),319,0.47058823529411764,0.926829268292683,0.6242299794661191
Ollama (Llama 3.2),320,0.4983277591973244,0.9254658385093167,0.6478260869565218
Ollama (Llama 3.2),321,0.46875,0.8823529411764706,0.6122448979591837
Ollama (Llama 3.2),322,0.5068493150684932,0.9135802469135802,0.6519823788546256
Ollama (Llama 3.2),323,0.4855305466237942,0.8342541436464088,0.6138211382113821
Ollama (Llama 3.2),324,0.4967105263157895,0.8628571428571429,0.6304801670146138
Ollama (Llama 3.2),325,0.4584615384615385,0.8662790697674418,0.5995975855130785
Ollama (Llama 3.2),326,0.49491525423728816,0.8538011695906432,0.6266094420600858
Ollama (Llama 3.2),327,0.5132450331125827,0.8806818181818182,0.6485355648535565
Ollama (Llama 3.2),328,0.5209790209790209,0.8975903614457831,0.65929203539823
Ollama (Llama 3.2),329,0.5492957746478874,0.9069767441860465,0.6842105263157895
Ollama (Llama 3.2),330,0.596958174904943,0.9401197604790419,0.7302325581395348
Ollama (Llama 3.2),331,0.4682274247491639,0.8383233532934131,0.6008583690987124
Ollama (Llama 3.2),332,0.5096153846153846,0.8932584269662921,0.6489795918367347
Ollama (Llama 3.2),333,0.4672897196261682,0.8982035928143712,0.6147540983606558
Ollama (Llama 3.2),334,0.49310344827586206,0.89375,0.6355555555555555
Ollama (Llama 3.2),335,0.5214521452145214,0.8586956521739131,0.648870636550308
Ollama (Llama 3.2),336,0.4225352112676056,0.9036144578313253,0.5758157389635317
Ollama (Llama 3.2),337,0.5138888888888888,0.8604651162790697,0.6434782608695652
Ollama (Llama 3.2),338,0.4728434504792332,0.8505747126436781,0.6078028747433264
Ollama (Llama 3.2),339,0.5049833887043189,0.8941176470588236,0.6454352441613588
Ollama (Llama 3.2),340,0.5087108013937283,0.8902439024390244,0.647450110864745
Ollama (Llama 3.2),341,0.4911660777385159,0.8910256410256411,0.633257403189066
Ollama (Llama 3.2),342,0.48417721518987344,0.9,0.6296296296296297
Ollama (Llama 3.2),343,0.48639455782312924,0.8362573099415205,0.6150537634408602
Ollama (Llama 3.2),344,0.477124183006536,0.8588235294117647,0.6134453781512605
Ollama (Llama 3.2),345,0.49337748344370863,0.9141104294478528,0.6408602150537634
Ollama (Llama 3.2),346,0.47706422018348627,0.896551724137931,0.6227544910179641
Ollama (Llama 3.2),347,0.5053003533568905,0.8461538461538461,0.6327433628318584
Ollama (Llama 3.2),348,0.432258064516129,0.8481012658227848,0.5726495726495726
Ollama (Llama 3.2),349,0.4717607973421927,0.8658536585365854,0.610752688172043
Ollama (Llama 3.2),350,0.5498392282958199,0.890625,0.6799204771371768
Ollama (Llama 3.2),351,0.4766081871345029,0.8907103825136612,0.6209523809523809
Ollama (Llama 3.2),352,0.5062893081761006,0.9415204678362573,0.6584867075664622
Ollama (Llama 3.2),353,0.5160142348754448,0.8950617283950617,0.654627539503386
Ollama (Llama 3.2),354,0.5,0.8255813953488372,0.6228070175438596
Ollama (Llama 3.2),355,0.4451219512195122,0.863905325443787,0.5875251509054327
Ollama (Llama 3.2),356,0.5785714285714286,0.8852459016393442,0.6997840172786177
Ollama (Llama 3.2),357,0.4602649006622517,0.9144736842105263,0.6123348017621145
Ollama (Llama 3.2),358,0.602996254681648,0.9096045197740112,0.7252252252252253
Ollama (Llama 3.2),359,0.4984709480122324,0.8358974358974359,0.6245210727969349
Ollama (Llama 3.2),360,0.5282392026578073,0.8688524590163934,0.6570247933884298
Ollama (Llama 3.2),361,0.47766323024054985,0.8910256410256411,0.621923937360179
Ollama (Llama 3.2),362,0.5081967213114754,0.9281437125748503,0.6567796610169492
Ollama (Llama 3.2),363,0.515358361774744,0.9151515151515152,0.6593886462882096
Ollama (Llama 3.2),364,0.5239616613418531,0.8770053475935828,0.656
Ollama (Llama 3.2),365,0.503448275862069,0.8390804597701149,0.6293103448275863
Ollama (Llama 3.2),366,0.5629370629370629,0.9147727272727273,0.6969696969696969
Ollama (Llama 3.2),367,0.5209790209790209,0.9030303030303031,0.6607538802660754
Ollama (Llama 3.2),368,0.573943661971831,0.7951219512195122,0.6666666666666666
Ollama (Llama 3.2),369,0.4935064935064935,0.9212121212121213,0.642706131078224
Ollama (Llama 3.2),370,0.49032258064516127,0.9156626506024096,0.6386554621848739
Ollama (Llama 3.2),371,0.4478114478114478,0.9300699300699301,0.6045454545454546
Ollama (Llama 3.2),372,0.5527272727272727,0.8685714285714285,0.6755555555555556
Ollama (Llama 3.2),373,0.5108359133126935,0.9375,0.6613226452905812
Ollama (Llama 3.2),374,0.42939481268011526,0.9254658385093167,0.5866141732283464
Ollama (Llama 3.2),375,0.4934640522875817,0.94375,0.648068669527897
Ollama (Llama 3.2),376,0.49836065573770494,0.8685714285714285,0.6333333333333334
Ollama (Llama 3.2),377,0.5238095238095238,0.927710843373494,0.6695652173913044
Ollama (Llama 3.2),378,0.5051194539249146,0.8862275449101796,0.6434782608695653
Ollama (Llama 3.2),379,0.42727272727272725,0.9096774193548387,0.5814432989690722
Ollama (Llama 3.2),380,0.475,0.8786127167630058,0.6166328600405678
Ollama (Llama 3.2),381,0.46394984326018807,0.891566265060241,0.6103092783505154
Ollama (Llama 3.2),382,0.5083612040133779,0.926829268292683,0.6565874730021598
Ollama (Llama 3.2),383,0.4720496894409938,0.9440993788819876,0.629399585921325
Ollama (Llama 3.2),384,0.5016611295681063,0.9096385542168675,0.6466809421841542
Ollama (Llama 3.2),385,0.49216300940438873,0.8306878306878307,0.6181102362204725
Ollama (Llama 3.2),386,0.4375,0.8641975308641975,0.5809128630705395
Ollama (Llama 3.2),387,0.4716981132075472,0.8333333333333334,0.6024096385542169
Ollama (Llama 3.2),388,0.5198675496688742,0.8351063829787234,0.6408163265306122
Ollama (Llama 3.2),389,0.5032894736842105,0.8406593406593407,0.6296296296296297
Ollama (Llama 3.2),390,0.5342960288808665,0.8604651162790697,0.6592427616926503
Ollama (Llama 3.2),391,0.5271565495207667,0.8967391304347826,0.663983903420523
Ollama (Llama 3.2),392,0.5740740740740741,0.824468085106383,0.6768558951965065
Ollama (Llama 3.2),393,0.5134228187919463,0.8547486033519553,0.6415094339622641
Ollama (Llama 3.2),394,0.40226628895184136,0.8658536585365854,0.5493230174081237
Ollama (Llama 3.2),395,0.5092592592592593,0.9375,0.66
Ollama (Llama 3.2),396,0.5115511551155115,0.8072916666666666,0.6262626262626263
Ollama (Llama 3.2),397,0.5309090909090909,0.8795180722891566,0.6621315192743764
Ollama (Llama 3.2),398,0.5936254980079682,0.861271676300578,0.7028301886792452
Ollama (Llama 3.2),399,0.5410447761194029,0.9354838709677419,0.6855791962174941
Ollama (Llama 3.2),400,0.4969512195121951,0.8763440860215054,0.6342412451361867
Ollama (Llama 3.2),401,0.532871972318339,0.8369565217391305,0.6511627906976744
Ollama (Llama 3.2),402,0.5542635658914729,0.9050632911392406,0.6875000000000001
Ollama (Llama 3.2),403,0.4890282131661442,0.8524590163934426,0.6215139442231076
Ollama (Llama 3.2),404,0.46308724832214765,0.8518518518518519,0.5999999999999999
Ollama (Llama 3.2),405,0.49310344827586206,0.8362573099415205,0.6203904555314533
Ollama (Llama 3.2),406,0.4589041095890411,0.9054054054054054,0.6090909090909091
Ollama (Llama 3.2),407,0.4899328859060403,0.8538011695906432,0.6226012793176973
Ollama (Llama 3.2),408,0.525974025974026,0.9364161849710982,0.6735966735966736
Ollama (Llama 3.2),409,0.5108359133126935,0.859375,0.6407766990291262
Ollama (Llama 3.2),410,0.5302491103202847,0.9141104294478528,0.6711711711711712
Ollama (Llama 3.2),411,0.5179856115107914,0.7700534759358288,0.6193548387096774
Ollama (Llama 3.2),412,0.5647058823529412,0.8727272727272727,0.6857142857142856
Ollama (Llama 3.2),413,0.5641025641025641,0.8555555555555555,0.6799116997792495
Ollama (Llama 3.2),414,0.48242811501597443,0.8830409356725146,0.6239669421487604
Ollama (Llama 3.2),415,0.4868421052631579,0.891566265060241,0.6297872340425531
Ollama (Llama 3.2),416,0.5401459854014599,0.925,0.6820276497695853
Ollama (Llama 3.2),417,0.4831804281345566,0.9461077844311377,0.6396761133603239
Ollama (Llama 3.2),418,0.4662576687116564,0.8491620111731844,0.601980198019802
Ollama (Llama 3.2),419,0.4461538461538462,0.8841463414634146,0.5930470347648261
Ollama (Llama 3.2),420,0.5117845117845118,0.8786127167630058,0.6468085106382979
Ollama (Llama 3.2),421,0.498371335504886,0.884393063583815,0.6375
Ollama (Llama 3.2),422,0.4483870967741935,0.852760736196319,0.5877378435517971
Ollama (Llama 3.2),423,0.4713375796178344,0.925,0.6244725738396624
Ollama (Llama 3.2),424,0.5413793103448276,0.9289940828402367,0.6840958605664488
Ollama (Llama 3.2),425,0.4965753424657534,0.90625,0.6415929203539822
Ollama (Llama 3.2),426,0.5035460992907801,0.8987341772151899,0.6454545454545454
Ollama (Llama 3.2),427,0.5337837837837838,0.9080459770114943,0.6723404255319149
Ollama (Llama 3.2),428,0.5276872964169381,0.8756756756756757,0.6585365853658536
Ollama (Llama 3.2),429,0.4812286689419795,0.8545454545454545,0.6157205240174671
Ollama (Llama 3.2),430,0.48484848484848486,0.8622754491017964,0.6206896551724138
Ollama (Llama 3.2),431,0.4857142857142857,0.8453038674033149,0.6169354838709676
Ollama (Llama 3.2),432,0.4662379421221865,0.8734939759036144,0.6079664570230607
Ollama (Llama 3.2),433,0.5164835164835165,0.9155844155844156,0.6604215456674474
Ollama (Llama 3.2),434,0.475,0.8986486486486487,0.6214953271028036
Ollama (Llama 3.2),435,0.503731343283582,0.8282208588957055,0.6264501160092807
Ollama (Llama 3.2),436,0.5137931034482759,0.8563218390804598,0.642241379310345
Ollama (Llama 3.2),437,0.501779359430605,0.8294117647058824,0.6252771618625278
Ollama (Llama 3.2),438,0.4342857142857143,0.8587570621468926,0.5768500948766603
Ollama (Llama 3.2),439,0.5143769968051118,0.9470588235294117,0.6666666666666666
Ollama (Llama 3.2),440,0.5148514851485149,0.9017341040462428,0.6554621848739496
Ollama (Llama 3.2),441,0.476038338658147,0.861271676300578,0.6131687242798355
Ollama (Llama 3.2),442,0.534375,0.8860103626943006,0.6666666666666667
Ollama (Llama 3.2),443,0.44871794871794873,0.9459459459459459,0.6086956521739131
Ollama (Llama 3.2),444,0.5225806451612903,0.9152542372881356,0.6652977412731006
Ollama (Llama 3.2),445,0.4778156996587031,0.9090909090909091,0.6263982102908277
Ollama (Llama 3.2),446,0.5171232876712328,0.8531073446327684,0.6439232409381662
Ollama (Llama 3.2),447,0.5352112676056338,0.8539325842696629,0.6580086580086579
Ollama (Llama 3.2),448,0.5335463258785943,0.893048128342246,0.668
Ollama (Llama 3.2),449,0.5033783783783784,0.8975903614457831,0.645021645021645
Ollama (Llama 3.2),450,0.4966442953020134,0.9079754601226994,0.6420824295010845
Ollama (Llama 3.2),451,0.49074074074074076,0.8736263736263736,0.6284584980237155
Ollama (Llama 3.2),452,0.5131578947368421,0.8914285714285715,0.6513569937369521
Ollama (Llama 3.2),453,0.5197368421052632,0.8876404494382022,0.6556016597510373
Ollama (Llama 3.2),454,0.4983388704318937,0.9146341463414634,0.6451612903225806
Ollama (Llama 3.2),455,0.5362318840579711,0.8457142857142858,0.656319290465632
Ollama (Llama 3.2),456,0.5789473684210527,0.9217877094972067,0.7112068965517242
Ollama (Llama 3.2),457,0.622568093385214,0.851063829787234,0.7191011235955057
Ollama (Llama 3.2),458,0.5,0.8895705521472392,0.640176600441501
Ollama (Llama 3.2),459,0.44654088050314467,0.9403973509933775,0.605543710021322
Ollama (Llama 3.2),460,0.5287769784172662,0.8698224852071006,0.6577181208053692
Ollama (Llama 3.2),461,0.5067114093959731,0.8206521739130435,0.6265560165975103
Ollama (Llama 3.2),462,0.5539033457249071,0.7967914438502673,0.6535087719298245
Ollama (Llama 3.2),463,0.45962732919254656,0.8809523809523809,0.6040816326530613
Ollama (Llama 3.2),464,0.5032679738562091,0.9058823529411765,0.6470588235294118
Ollama (Llama 3.2),465,0.5609756097560976,0.8655913978494624,0.6807610993657506
Ollama (Llama 3.2),466,0.556390977443609,0.8505747126436781,0.6727272727272727
Ollama (Llama 3.2),467,0.5107142857142857,0.89375,0.65
Ollama (Llama 3.2),468,0.5869565217391305,0.9204545454545454,0.7168141592920355
Ollama (Llama 3.2),469,0.5316901408450704,0.877906976744186,0.662280701754386
Ollama (Llama 3.2),470,0.4816053511705686,0.9113924050632911,0.6301969365426695
Ollama (Llama 3.2),471,0.5384615384615384,0.9005847953216374,0.6739606126914661
Ollama (Llama 3.2),472,0.5102040816326531,0.8982035928143712,0.6507592190889371
Ollama (Llama 3.2),473,0.47865853658536583,0.9235294117647059,0.6305220883534136
Ollama (Llama 3.2),474,0.5627118644067797,0.9222222222222223,0.6989473684210527
Ollama (Llama 3.2),475,0.503030303030303,0.8601036269430051,0.6347992351816444
Ollama (Llama 3.2),476,0.4117647058823529,0.875,0.56
Ollama (Llama 3.2),477,0.5208333333333334,0.7621951219512195,0.6188118811881188
Ollama (Llama 3.2),478,0.5376344086021505,0.8875739644970414,0.6696428571428571
Ollama (Llama 3.2),479,0.483974358974359,0.893491124260355,0.6278586278586279
Ollama (Llama 3.2),480,0.48881789137380194,0.9622641509433962,0.6483050847457628
Ollama (Llama 3.2),481,0.5099337748344371,0.8415300546448088,0.6350515463917525
Ollama (Llama 3.2),482,0.5232974910394266,0.8439306358381503,0.6460176991150444
Ollama (Llama 3.2),483,0.5362318840579711,0.8862275449101796,0.6681715575620768
Ollama (Llama 3.2),484,0.5246478873239436,0.9490445859872612,0.6757369614512472
Ollama (Llama 3.2),485,0.5,0.8594594594594595,0.6322067594433399
Ollama (Llama 3.2),486,0.5159010600706714,0.8795180722891566,0.6503340757238307
Ollama (Llama 3.2),487,0.5326460481099656,0.9171597633136095,0.673913043478261
Ollama (Llama 3.2),488,0.51985559566787,0.8470588235294118,0.6442953020134228
Ollama (Llama 3.2),489,0.48494983277591974,0.8579881656804734,0.6196581196581197
Ollama (Llama 3.2),490,0.5,0.8841463414634146,0.6387665198237885
Ollama (Llama 3.2),491,0.4823943661971831,0.9072847682119205,0.6298850574712644
Ollama (Llama 3.2),492,0.4740061162079511,0.8378378378378378,0.60546875
Ollama (Llama 3.2),493,0.5078864353312302,0.9470588235294117,0.6611909650924024
Ollama (Llama 3.2),494,0.54,0.8852459016393442,0.670807453416149
Ollama (Llama 3.2),495,0.548951048951049,0.9401197604790419,0.6931567328918322
Ollama (Llama 3.2),496,0.5185185185185185,0.8974358974358975,0.6572769953051644
Ollama (Llama 3.2),497,0.569811320754717,0.8531073446327684,0.6832579185520363
Ollama (Llama 3.2),498,0.4437299035369775,0.8789808917197452,0.5897435897435898
Ollama (Llama 3.2),499,0.46846846846846846,0.9069767441860465,0.6178217821782177
Ollama (Llama 3.2),500,0.5151515151515151,0.9107142857142857,0.6580645161290323
Ollama (Llama 3.2),501,0.5064102564102564,0.8777777777777778,0.6422764227642277
Ollama (Llama 3.2),502,0.4608150470219436,0.8647058823529412,0.6012269938650306
Ollama (Llama 3.2),503,0.5469798657718121,0.8956043956043956,0.6791666666666666
Ollama (Llama 3.2),504,0.527027027027027,0.9397590361445783,0.6753246753246753
Ollama (Llama 3.2),505,0.5681818181818182,0.9316770186335404,0.7058823529411765
Ollama (Llama 3.2),506,0.4431137724550898,0.8505747126436781,0.5826771653543307
Ollama (Llama 3.2),507,0.49044585987261147,0.9166666666666666,0.6390041493775934
Ollama (Llama 3.2),508,0.4983922829581994,0.9171597633136095,0.6458333333333333
Ollama (Llama 3.2),509,0.48344370860927155,0.8848484848484849,0.6252676659528908
Ollama (Llama 3.2),510,0.48562300319488816,0.8994082840236687,0.6307053941908713
Ollama (Llama 3.2),511,0.521311475409836,0.8368421052631579,0.6424242424242425
Ollama (Llama 3.2),512,0.531986531986532,0.9294117647058824,0.6766595289079229
Ollama (Llama 3.2),513,0.5146579804560261,0.8977272727272727,0.6542443064182195
Ollama (Llama 3.2),514,0.5797101449275363,0.9195402298850575,0.7111111111111111
Ollama (Llama 3.2),515,0.47058823529411764,0.8780487804878049,0.6127659574468085
Ollama (Llama 3.2),516,0.5087719298245614,0.8630952380952381,0.6401766004415012
